match_id,season,match_date,league,home_team,away_team,home_score,away_score,possession_home,possession_away,shots_home,shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,corners_home,corners_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,fouls_home,fouls_away,offsides_home,offsides_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goalkeeper_saves_home,goalkeeper_saves_away,Computed_Home_Elo,Computed_Away_Elo,Computed_Elo_Diff,Computed_HFA,Home_RestDays,Home_Shots_5,Home_SoT_5,Home_Corners_5,Home_Poss_5,Home_Goals_5,Home_Conceded_5,Home_Points_5,Home_YellowCards_5,Home_Saves_5,Away_RestDays,Away_Shots_5,Away_SoT_5,Away_Corners_5,Away_Poss_5,Away_Goals_5,Away_Conceded_5,Away_Points_5,Away_YellowCards_5,Away_Saves_5,Home_H2H_Pts_3,Away_H2H_Pts_3,Odd_Home,Odd_Draw,Odd_Away
jiWApxSe,2020,2021-03-18 17:00:00,,Astra Giurgiu,FC Botosani,1,1,50.0,50.0,12.0,6.0,6.0,2.0,6.0,4.0,9.0,0.0,1,3,0,0,15.0,11.0,0.0,2.0,13.0,15.0,26.0,27.0,1.0,5.0,1213.7717676245218,1204.801273436583,33.82704286870762,24.85654868076872,3.0,5.8,3.8,3.2,52.333333333333336,1.8,0.8,2.6,2.0,1.0,2.0,7.8,3.4,4.6,50.0,0.6,1.2,0.8,4.6,2.8,1.0,1.0,2.91,2.86,2.59
6aEc8uK2,2020,2021-03-19 17:30:00,,FC Voluntari,FC Hermannstadt,1,0,47.0,53.0,3.0,9.0,1.0,6.0,2.0,3.0,2.0,4.0,5,2,0,0,15.0,21.0,0.0,3.0,24.0,15.0,27.0,27.0,6.0,0.0,1152.0008460668764,1132.1065079920968,44.67809507488869,24.78375700010896,6.0,5.6,2.6,3.8,42.25,0.8,0.4,1.6,2.4,4.8,6.0,6.2,3.2,2.4,41.0,0.6,1.0,0.8,4.0,2.2,0.0,3.0,2.97,2.81,2.6
EPH56JlF,2020,2021-03-19 20:30:00,,FCSB,CFR Cluj,3,0,63.0,37.0,15.0,2.0,11.0,0.0,4.0,2.0,4.0,3.0,2,3,0,1,11.0,19.0,1.0,1.0,20.0,12.0,20.0,26.0,0.0,8.0,1328.1299434298185,1332.6891821564948,20.878600979102657,25.43783970577907,6.0,10.4,4.4,6.2,65.66666666666667,1.0,0.2,2.4,2.2,2.4,5.0,12.0,6.8,6.6,61.25,2.2,0.0,2.6,2.4,0.6,0.0,3.0,2.71,2.83,2.81
pjD17aZ8,2020,2021-03-20 19:15:00,,FC Arges,LPS HD Clinceni,1,1,54.0,46.0,6.0,4.0,2.0,2.0,4.0,2.0,3.0,7.0,3,5,0,0,12.0,20.0,0.0,5.0,25.0,12.0,29.0,30.0,1.0,1.0,1205.9177217745332,1204.2546517480012,28.321977996924716,26.65890797039258,4.0,7.2,3.6,4.0,47.6,1.2,1.6,2.0,1.2,1.6,7.0,6.4,2.2,2.0,48.25,0.4,0.6,0.8,1.8,2.8,0.0,3.0,2.52,2.91,2.96
E9TsivkS,2020,2021-03-20 21:30:00,,Poli Iasi,Dinamo Bucuresti,1,0,50.0,50.0,11.0,6.0,7.0,1.0,4.0,5.0,4.0,7.0,1,5,0,0,11.0,19.0,0.0,3.0,22.0,11.0,27.0,25.0,1.0,6.0,1048.3409268959024,1133.9694501218344,-59.03061809702194,26.597905128909932,6.0,5.2,2.0,4.4,45.0,1.2,2.8,0.2,4.2,3.4,5.0,7.4,3.2,5.4,51.8,0.4,2.0,0.4,2.6,3.0,0.0,3.0,3.73,3.18,2.02
dUW6oICk,2020,2021-03-21 16:00:00,,Sepsi Sf. Gheorghe,Gaz Metan Medias,1,1,56.0,44.0,10.0,8.0,4.0,5.0,6.0,3.0,9.0,3.0,2,2,0,1,13.0,15.0,4.0,1.0,16.0,17.0,30.0,29.0,4.0,3.0,1255.6450275199932,1140.807327949136,142.3118203615736,27.474120790716412,5.0,5.6,1.8,4.6,56.75,1.0,0.8,1.6,2.2,1.6,8.0,5.2,2.4,2.8,,0.4,1.6,0.0,3.0,2.6,3.0,0.0,1.76,3.32,4.78
ETPbqmmJ,2020,2021-04-02 17:30:00,,LPS HD Clinceni,Poli Iasi,2,1,51.0,49.0,12.0,3.0,6.0,1.0,6.0,2.0,5.0,0.0,1,5,0,0,12.0,18.0,2.0,0.0,18.0,14.0,28.0,30.0,0.0,4.0,1205.0680229677698,1060.0238023866555,172.22723758599182,27.183017004877428,12.0,6.0,2.2,3.0,49.0,0.6,0.8,0.8,2.2,1.8,12.0,6.4,2.8,4.0,45.666666666666664,0.8,2.2,0.6,3.6,3.4,1.0,1.0,,,
plYsmVmf,2020,2021-04-02 20:30:00,,Gaz Metan Medias,Astra Giurgiu,0,0,50.0,50.0,7.0,3.0,1.0,0.0,6.0,3.0,9.0,4.0,6,5,0,0,14.0,11.0,3.0,0.0,11.0,17.0,30.0,21.0,0.0,1.0,1144.6887117603223,1212.8012118823917,-40.52353548238921,27.588964639680125,12.0,5.6,2.6,3.0,48.666666666666664,0.4,1.4,0.2,2.6,2.4,15.0,6.6,3.6,4.2,51.75,1.4,0.6,2.2,1.8,0.8,0.0,3.0,,,
zwRfpTXC,2020,2021-04-03 15:00:00,,FC Hermannstadt,FC Arges,4,1,45.0,55.0,7.0,12.0,5.0,4.0,2.0,8.0,3.0,6.0,6,2,0,0,20.0,15.0,1.0,0.0,15.0,21.0,25.0,41.0,3.0,1.0,1123.3854052498286,1205.1043505547646,-54.042898114237914,27.676047190697922,14.0,6.2,3.2,3.2,45.8,0.4,1.2,0.2,3.4,1.6,13.0,7.2,3.2,4.0,48.4,1.2,1.6,2.0,1.6,1.8,1.0,1.0,,,
vBXonk30,2020,2021-04-04 15:00:00,,FC Botosani,FC Viitorul,1,0,53.0,47.0,12.0,6.0,8.0,2.0,4.0,4.0,9.0,2.0,3,4,0,0,14.0,14.0,0.0,1.0,15.0,14.0,23.0,22.0,2.0,7.0,1205.771829178713,1198.5481085244755,36.399254655261984,29.175534001024623,16.0,7.2,2.6,3.6,50.0,0.4,1.2,0.4,4.2,3.2,17.0,7.8,3.4,4.2,55.2,1.2,0.4,1.2,1.0,2.2,3.0,0.0,2.03,3.15,3.75
YDUwlBYm,2020,2021-04-04 17:30:00,,UTA Arad,Sepsi Sf. Gheorghe,2,0,44.0,56.0,13.0,7.0,7.0,3.0,6.0,4.0,6.0,6.0,1,2,0,1,9.0,14.0,3.0,0.0,14.0,12.0,23.0,23.0,3.0,5.0,1163.1498228224182,1251.7636437088067,-58.76657477785466,29.84724610853401,18.0,4.4,2.0,3.8,44.0,0.4,1.0,0.8,3.4,2.8,14.0,7.2,2.4,5.6,58.25,1.0,0.8,1.6,2.0,1.8,0.0,3.0,3.59,2.9,2.19
jkuZliJs,2020,2021-04-04 20:30:00,,FCSB,Univ. Craiova,0,0,50.0,50.0,4.0,7.0,1.0,4.0,3.0,3.0,5.0,1.0,1,4,0,0,15.0,17.0,3.0,3.0,20.0,18.0,19.0,17.0,4.0,1.0,1344.4108536246654,1289.7046913189902,85.79178113721582,31.085618831540653,16.0,11.4,6.0,5.4,63.0,1.6,0.0,3.0,2.0,1.4,19.0,8.6,4.0,4.8,56.8,1.2,0.2,2.4,1.6,1.8,3.0,0.0,2.15,3.03,3.54
I1Wko9I6,2020,2021-04-05 17:30:00,,Chindia Targoviste,FC Voluntari,1,0,47.0,53.0,7.0,7.0,1.0,2.0,6.0,5.0,0.0,4.0,0,3,0,0,16.0,13.0,3.0,0.0,13.0,19.0,18.0,48.0,2.0,0.0,1196.1627506183245,1160.7219488091446,66.34489864163879,30.90409683245879,19.0,5.6,1.8,1.6,36.75,0.4,0.4,1.4,2.6,2.4,17.0,5.8,2.8,3.8,44.5,1.0,0.4,2.0,2.6,4.4,3.0,0.0,,,
SWDt8WPJ,2020,2021-04-05 20:30:00,,CFR Cluj,Dinamo Bucuresti,1,0,61.0,39.0,14.0,3.0,6.0,1.0,8.0,2.0,4.0,3.0,4,6,0,2,14.0,11.0,3.0,3.0,14.0,17.0,24.0,16.0,1.0,5.0,1316.4082719616479,1122.2865746310813,225.63429292919795,31.512595598631343,17.0,9.4,5.2,5.8,55.0,2.2,0.6,2.4,2.2,2.2,15.0,7.8,3.2,6.2,51.6,0.4,2.2,0.2,3.2,3.8,3.0,0.0,,,
YBHuE4iH,2020,2021-04-08 19:00:00,,FC Viitorul,Poli Iasi,1,2,60.0,40.0,11.0,5.0,4.0,5.0,7.0,0.0,8.0,3.0,2,3,0,0,16.0,14.0,4.0,2.0,16.0,20.0,39.0,22.0,3.0,3.0,1189.5919470910171,1054.6111672559528,166.81491200552477,31.834132170460446,4.0,8.2,3.6,4.2,52.2,1.2,0.4,1.2,1.8,2.6,6.0,5.0,2.2,2.4,46.5,0.6,2.0,0.6,3.2,3.4,3.0,0.0,,,
nHfD2Ams,2020,2021-04-09 17:30:00,,Astra Giurgiu,UTA Arad,0,0,59.0,41.0,7.0,5.0,3.0,2.0,4.0,3.0,10.0,3.0,2,2,0,1,15.0,18.0,1.0,2.0,20.0,16.0,29.0,18.0,2.0,3.0,1211.6401112021545,1179.6614591291734,62.728022307424226,30.749370234443063,6.0,5.2,2.2,4.4,50.25,1.0,0.6,1.8,2.4,1.0,5.0,6.0,2.8,4.2,43.8,0.8,1.0,1.2,2.8,3.0,3.0,0.0,,,
f10Xcn2C,2020,2021-04-09 20:30:00,,Dinamo Bucuresti,LPS HD Clinceni,1,3,42.0,58.0,5.0,5.0,1.0,3.0,4.0,2.0,5.0,4.0,2,3,1,0,14.0,14.0,3.0,2.0,16.0,17.0,30.0,24.0,0.0,0.0,1117.9994203400265,1210.4806580984725,-61.86582447683236,30.61541328161369,4.0,7.8,3.4,5.6,50.6,0.4,2.0,0.2,3.6,3.8,7.0,7.8,3.2,3.8,49.4,1.0,1.0,1.2,2.2,1.4,1.0,1.0,,,
bZ6Oa8Xa,2020,2021-04-09 20:30:00,,FC Arges,Chindia Targoviste,3,1,50.0,50.0,9.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,2,2,0,0,9.0,16.0,0.0,5.0,21.0,9.0,34.0,33.0,1.0,2.0,1185.111193083742,1204.2760675006252,10.57677313688373,29.74164755376709,6.0,7.6,3.2,3.2,48.4,1.2,2.4,1.4,1.6,1.8,4.0,6.4,2.0,1.6,40.5,0.6,0.2,2.0,1.8,1.8,1.0,1.0,,,
Kr8K0lIg,2020,2021-04-09 20:30:00,,FC Voluntari,FC Botosani,1,1,42.0,58.0,7.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,0,1,0,0,9.0,4.0,0.0,2.0,6.0,9.0,28.0,23.0,1.0,3.0,1152.6086319268438,1214.7279906121714,-31.349330030385772,30.770028654941793,4.0,5.4,3.0,4.0,46.5,1.0,0.4,2.0,2.4,3.8,5.0,7.4,3.8,5.0,49.5,0.6,1.2,0.8,4.2,3.0,1.0,1.0,,,
tzIp7juQ,2020,2021-04-10 19:00:00,,Sepsi Sf. Gheorghe,FCSB,1,1,54.0,46.0,6.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4,2,0,0,19.0,14.0,1.0,6.0,20.0,20.0,28.0,27.0,1.0,2.0,1235.2520074020515,1341.9905603035738,-75.90103433633749,30.8375185651848,6.0,7.2,2.6,5.8,57.8,1.0,1.2,1.4,2.2,2.6,5.0,10.0,5.0,5.6,57.0,1.4,0.0,2.6,1.8,2.2,1.0,1.0,,,
lOayc6HI,2020,2021-04-11 21:30:00,,Univ. Craiova,CFR Cluj,0,0,,,6.0,7.0,3.0,3.0,3.0,4.0,4.0,5.0,6,2,0,0,16.0,13.0,2.0,1.0,14.0,18.0,27.0,12.0,3.0,3.0,1292.1249846400817,1320.6954262527026,2.42836480657661,30.99880641919752,7.0,7.6,3.4,4.6,53.8,1.0,0.2,2.0,2.4,1.2,6.0,10.0,5.2,4.4,56.2,2.2,0.6,2.4,2.6,2.0,1.0,1.0,,,
tbdTbSn6,2020,2021-04-12 17:30:00,,Poli Iasi,FC Hermannstadt,1,0,,,9.0,6.0,5.0,3.0,4.0,3.0,9.0,10.0,4,2,0,0,13.0,13.0,2.0,1.0,14.0,15.0,26.0,28.0,3.0,4.0,1069.0746597361845,1143.3785627208513,-43.310338526926216,30.99356445774051,3.0,4.8,2.8,2.2,45.2,1.0,1.8,1.2,3.4,3.4,9.0,6.6,3.4,3.2,47.8,1.2,1.2,0.8,4.0,1.0,3.0,0.0,,,
Q7gH1U2m,2020,2021-04-12 20:30:00,,FC Viitorul,Gaz Metan Medias,0,2,64.0,36.0,12.0,7.0,6.0,3.0,6.0,4.0,9.0,3.0,2,3,0,0,7.0,14.0,1.0,2.0,15.0,11.0,31.0,17.0,1.0,6.0,1175.1284546107854,1145.8498124405596,61.11521822563691,31.836576055411154,4.0,8.2,2.8,4.4,54.2,0.4,0.8,0.6,2.2,3.0,10.0,6.2,2.4,4.2,49.0,0.4,1.2,0.4,3.4,1.4,0.0,3.0,,,
SCoYCcVb,2020,2021-04-16 17:30:00,,UTA Arad,FC Viitorul,1,0,44.0,56.0,11.0,8.0,3.0,1.0,8.0,7.0,4.0,3.0,3,2,0,0,18.0,14.0,0.0,0.0,14.0,18.0,22.0,27.0,1.0,2.0,1181.447551833565,1158.5240086047897,53.51478583373682,30.591242604961476,7.0,5.8,2.2,3.8,43.0,0.4,0.8,0.8,3.0,3.0,3.0,8.6,3.0,4.8,56.2,0.2,1.0,0.4,2.6,3.0,1.0,1.0,2.52,3.09,2.8
AyywCHp5,2020,2021-04-16 20:30:00,,Astra Giurgiu,Dinamo Bucuresti,0,0,52.0,48.0,6.0,6.0,4.0,2.0,2.0,4.0,4.0,1.0,2,3,1,0,11.0,14.0,3.0,0.0,14.0,14.0,21.0,22.0,2.0,4.0,1209.8540184977628,1106.3492106354051,134.73143449182476,31.226626629467038,7.0,6.2,2.6,5.6,52.25,0.8,0.4,1.8,2.2,1.4,7.0,8.0,3.4,6.2,49.0,0.6,1.6,0.2,3.8,3.2,2.0,0.5,2.54,2.82,3.03
lSZtBy0B,2020,2021-04-17 15:00:00,,Chindia Targoviste,FC Hermannstadt,2,0,40.0,60.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,1,2,0,1,11.0,8.0,1.0,1.0,4.0,5.0,11.0,10.0,2.0,1.0,1190.5643194849627,1132.1384080852426,89.37544908575478,30.94953768603472,7.0,6.0,1.6,2.4,42.75,0.6,0.8,1.4,1.8,1.4,4.0,7.0,3.8,4.6,49.0,1.0,1.0,0.8,3.4,1.6,0.5,2.0,2.36,2.86,3.29
dhZpAeFH,2020,2021-04-17 17:30:00,,Gaz Metan Medias,FC Voluntari,1,1,45.0,55.0,7.0,9.0,4.0,2.0,3.0,7.0,5.0,9.0,2,2,0,0,19.0,12.0,1.0,1.0,13.0,20.0,24.0,31.0,1.0,3.0,1162.4542584465553,1153.5084973967507,40.688974597355354,31.743213547550717,4.0,5.8,2.2,3.8,44.25,0.6,0.8,1.0,3.4,2.0,7.0,5.6,2.8,4.2,45.6,0.8,0.6,1.6,1.8,3.6,1.5,1.5,2.49,2.89,3.03
UwkrzRai,2020,2021-04-17 20:30:00,,Univ. Craiova,Sepsi Sf. Gheorghe,0,0,46.0,54.0,4.0,3.0,3.0,1.0,1.0,2.0,6.0,1.0,3,2,0,0,14.0,14.0,4.0,0.0,14.0,18.0,26.0,17.0,1.0,3.0,1292.055091820655,1237.4025121222212,86.30835840008604,31.655778701652153,5.0,7.0,3.2,4.4,52.5,1.0,0.0,2.2,3.4,1.2,7.0,6.4,2.6,6.0,57.2,0.8,1.2,1.0,2.4,2.8,2.0,0.5,1.8,3.09,5.11
YHdEhTqp,2020,2021-04-18 13:30:00,,FC Arges,Poli Iasi,0,0,50.0,50.0,5.0,2.0,1.0,0.0,4.0,2.0,3.0,1.0,1,3,0,0,14.0,16.0,2.0,2.0,18.0,16.0,33.0,35.0,0.0,1.0,1198.8229410994045,1080.314814371793,149.9813340087519,31.47320728114059,8.0,8.6,4.0,3.8,50.4,1.8,1.6,2.0,1.8,1.8,5.0,6.0,3.6,3.4,43.5,1.0,1.4,1.8,3.0,3.4,2.0,0.5,1.86,3.31,4.23
252kY4U3,2020,2021-04-18 18:30:00,,CFR Cluj,LPS HD Clinceni,3,0,62.0,38.0,15.0,6.0,5.0,4.0,10.0,2.0,3.0,0.0,3,3,0,0,11.0,12.0,2.0,2.0,14.0,13.0,41.0,17.0,4.0,2.0,1320.7653190721294,1222.130867803094,129.8026146724012,31.16816340336571,6.0,9.2,4.8,4.8,55.25,1.2,0.6,2.0,2.2,2.4,8.0,8.0,3.6,4.2,51.2,1.4,1.0,1.6,2.2,1.4,3.0,0.0,1.36,4.23,9.11
8UmnZpFc,2020,2021-04-18 21:00:00,,FCSB,FC Botosani,2,1,55.0,45.0,12.0,2.0,7.0,1.0,5.0,1.0,6.0,3.0,2,2,0,0,19.0,16.0,0.0,0.0,16.0,19.0,24.0,24.0,0.0,5.0,1339.8400555834041,1213.8281251422645,158.01519571279005,32.00326527165043,8.0,8.8,4.0,4.8,54.25,1.2,0.2,2.2,1.6,2.0,9.0,7.2,3.6,4.4,51.2,0.8,1.0,1.0,3.8,2.6,3.0,0.0,1.7,3.58,4.83
6mxkSlh0,2020,2021-04-20 16:45:00,,FC Hermannstadt,Astra Giurgiu,1,3,50.0,50.0,9.0,7.0,1.0,4.0,8.0,3.0,8.0,8.0,1,2,0,0,17.0,16.0,5.0,1.0,17.0,22.0,26.0,27.0,1.0,0.0,1121.5560632650293,1206.1594992519986,-52.16955080609591,32.43388518087332,3.0,6.2,3.6,4.6,51.5,0.8,1.0,0.8,3.0,1.8,3.0,6.6,3.0,6.0,52.75,0.4,0.2,1.4,2.2,1.4,0.0,3.0,2.5,2.81,3.11
bNYtUANm,2020,2021-04-20 19:00:00,,FC Viitorul,Gaz Metan Medias,1,0,60.0,40.0,9.0,6.0,4.0,2.0,5.0,4.0,4.0,3.0,5,5,0,0,17.0,14.0,3.0,0.0,14.0,20.0,20.0,15.0,2.0,3.0,1150.0522216113823,1161.2884605012412,20.29506437490727,31.531303264766255,4.0,8.6,3.0,5.0,57.0,0.2,1.2,0.2,2.8,3.0,3.0,6.2,2.6,4.4,44.4,0.8,0.8,1.2,3.2,2.2,0.0,3.0,1.9,3.2,4.16
CQxoTUxf,2020,2021-04-20 21:30:00,,Dinamo Bucuresti,UTA Arad,0,1,54.0,46.0,11.0,6.0,8.0,4.0,3.0,2.0,9.0,5.0,1,1,0,0,10.0,16.0,0.0,0.0,16.0,10.0,36.0,32.0,3.0,8.0,1110.0437298811694,1189.9193388269725,-47.63806633738591,32.237542608417165,4.0,6.2,2.4,5.4,46.8,0.4,1.4,0.2,3.6,3.4,4.0,7.2,2.8,4.6,43.4,0.6,0.6,1.4,3.0,2.4,1.5,1.5,2.34,2.93,3.21
GbqxVj8s,2020,2021-04-21 16:45:00,,FC Arges,Chindia Targoviste,0,1,52.0,48.0,10.0,4.0,4.0,1.0,6.0,3.0,5.0,4.0,1,1,0,0,14.0,27.0,1.0,3.0,30.0,15.0,22.0,29.0,0.0,4.0,1194.7556893957394,1201.146664305176,25.1987631055797,31.589738015016305,3.0,8.0,3.2,3.6,50.8,1.4,1.4,1.6,1.6,1.8,4.0,6.2,1.8,2.6,44.75,0.8,0.8,1.4,1.6,1.8,2.0,0.5,2.55,2.64,3.23
xOf2V2EM,2020,2021-04-21 19:00:00,,FC Botosani,Univ. Craiova,1,1,49.0,51.0,10.0,5.0,4.0,1.0,6.0,4.0,5.0,6.0,6,3,1,1,18.0,13.0,2.0,0.0,13.0,20.0,21.0,26.0,0.0,3.0,1208.086526352626,1289.6208062138342,-50.74884256978203,30.785437291426142,2.0,6.4,3.4,4.0,50.8,1.0,1.2,1.0,3.0,3.2,3.0,6.0,3.2,4.4,50.75,0.8,0.0,1.8,3.4,1.0,0.5,2.0,3.66,2.92,2.17
OKjbWraG,2020,2021-04-21 21:30:00,,Sepsi Sf. Gheorghe,CFR Cluj,0,1,58.0,42.0,6.0,7.0,2.0,5.0,4.0,2.0,3.0,3.0,3,4,0,0,16.0,16.0,2.0,5.0,21.0,18.0,45.0,35.0,4.0,2.0,1239.836797729042,1331.900010649259,-61.168997957998954,30.89421496221798,4.0,6.4,2.8,4.8,54.4,0.8,1.0,1.2,2.6,3.2,3.0,10.4,4.8,3.8,56.25,1.6,0.6,2.0,2.6,3.2,0.5,2.0,4.45,3.22,1.85
pvygR876,2020,2021-04-22 17:30:00,,Poli Iasi,FC Voluntari,0,1,62.0,38.0,8.0,6.0,3.0,4.0,5.0,2.0,7.0,2.0,2,5,0,0,15.0,25.0,1.0,4.0,29.0,16.0,30.0,13.0,3.0,3.0,1084.3820660754582,1154.6742953420649,-40.01731800622747,30.274911260379255,4.0,6.0,3.6,3.4,47.25,1.0,0.6,2.0,3.2,2.4,5.0,6.6,2.4,5.6,48.4,0.8,0.6,1.6,2.0,3.0,0.0,3.0,3.09,3.0,2.37
td1gXOqA,2020,2021-04-22 20:15:00,,LPS HD Clinceni,FCSB,0,2,44.0,56.0,8.0,13.0,5.0,7.0,3.0,6.0,5.0,8.0,3,1,0,0,11.0,14.0,0.0,3.0,17.0,11.0,19.0,23.0,5.0,5.0,1210.9961762259643,1345.5816543730427,-104.97456254351346,29.610915603565015,4.0,8.4,4.0,4.0,49.6,1.2,1.4,1.4,2.8,1.0,3.0,9.8,5.2,4.4,54.4,1.4,0.4,2.2,1.6,1.6,1.5,1.5,6.39,3.79,1.52
SYb2ygVD,2020,2021-04-23 17:30:00,,UTA Arad,FC Hermannstadt,0,1,61.0,39.0,9.0,11.0,2.0,4.0,7.0,7.0,2.0,6.0,1,5,0,0,13.0,26.0,0.0,0.0,26.0,13.0,28.0,22.0,3.0,2.0,1198.5567334056507,1109.5216377169352,117.89641174393091,28.861316055215333,2.0,7.2,3.2,5.4,44.2,0.8,0.4,2.0,2.0,3.2,3.0,7.2,3.4,5.6,52.0,1.0,1.6,0.6,2.6,1.8,1.0,1.0,2.39,2.97,3.12
QTKJC9hD,2020,2021-04-23 20:30:00,,Gaz Metan Medias,Dinamo Bucuresti,4,1,49.0,51.0,11.0,9.0,5.0,5.0,6.0,4.0,1.0,5.0,2,7,0,1,11.0,19.0,2.0,2.0,21.0,13.0,19.0,27.0,4.0,1.0,1151.8719359192291,1101.4063353024912,78.33175522517377,27.86615460843581,3.0,7.0,3.0,4.6,43.0,0.8,0.6,1.2,3.6,2.6,2.0,6.2,2.6,5.0,46.6,0.2,1.2,0.2,3.4,3.6,0.0,3.0,2.83,2.82,2.69
CQGFDkw7,2020,2021-04-24 17:30:00,,Astra Giurgiu,FC Arges,0,1,47.0,53.0,6.0,7.0,3.0,1.0,3.0,6.0,7.0,5.0,4,2,0,0,14.0,10.0,2.0,2.0,12.0,16.0,25.0,23.0,0.0,3.0,1218.1939248000926,1184.0316797478706,63.03942417452663,28.877179122304565,4.0,7.0,3.4,7.0,52.2,0.8,0.4,1.4,2.4,1.2,3.0,8.4,3.2,4.2,52.2,1.0,1.4,1.0,1.8,0.6,0.0,3.0,2.71,2.82,2.85
YgtYPtxp,2020,2021-04-24 20:30:00,,CFR Cluj,Univ. Craiova,1,2,63.0,37.0,13.0,9.0,3.0,7.0,10.0,2.0,6.0,2.0,2,3,0,0,10.0,15.0,2.0,0.0,15.0,12.0,32.0,25.0,5.0,2.0,1340.157393340442,1288.170437269943,79.97952757385633,27.992571503357453,2.0,9.0,3.8,3.6,50.5,1.0,0.6,2.0,3.2,3.6,3.0,6.0,2.8,5.6,50.25,0.6,0.2,1.4,3.4,1.6,1.0,1.0,1.94,2.99,4.39
EkcAZWaQ,2020,2021-04-25 15:00:00,,Chindia Targoviste,Poli Iasi,2,0,48.0,52.0,6.0,8.0,4.0,2.0,2.0,6.0,2.0,8.0,2,4,0,0,24.0,14.0,3.0,0.0,14.0,27.0,13.0,17.0,2.0,2.0,1211.8706739530448,1075.5287906512683,163.4147915060621,27.0729082042855,3.0,5.4,1.8,3.0,45.4,1.0,0.6,2.0,1.4,2.4,2.0,5.4,2.8,4.0,50.25,0.8,0.8,1.4,3.4,2.8,0.5,2.0,1.71,3.23,5.47
jVzwP0ij,2020,2021-04-25 19:15:00,,FC Botosani,LPS HD Clinceni,2,1,,,11.0,6.0,6.0,6.0,5.0,0.0,4.0,4.0,1,4,0,0,7.0,17.0,2.0,2.0,19.0,9.0,26.0,35.0,5.0,4.0,1209.536895296517,1201.0015155813019,36.20387141690617,27.668491701690925,4.0,7.0,3.4,4.4,51.0,1.0,1.0,1.2,3.0,3.0,2.0,7.0,4.0,4.2,47.4,1.2,1.6,1.4,3.0,1.6,0.5,2.0,1.89,3.15,4.35
Wpf6UMTS,2020,2021-04-25 21:30:00,,FCSB,Sepsi Sf. Gheorghe,1,2,59.0,41.0,6.0,7.0,3.0,6.0,3.0,1.0,3.0,3.0,2,2,1,0,17.0,19.0,4.0,0.0,19.0,21.0,39.0,29.0,4.0,2.0,1355.5763150177052,1231.579415037859,152.33752098652963,28.340621006683584,3.0,9.6,5.6,5.2,54.0,1.6,0.4,2.2,1.6,2.2,4.0,6.4,2.6,4.6,55.6,0.4,1.0,0.6,2.6,3.4,1.0,1.0,1.97,3.04,4.16
6Pc6zDpK,2020,2021-04-26 20:30:00,,FC Voluntari,FC Viitorul,1,0,36.0,64.0,5.0,7.0,4.0,3.0,1.0,4.0,4.0,4.0,2,1,0,0,25.0,9.0,0.0,0.0,9.0,25.0,15.0,31.0,3.0,3.0,1163.5275707662547,1159.4687461933943,31.34016859710141,27.281344024241005,4.0,6.4,2.6,4.4,47.0,0.8,0.6,1.6,3.0,2.6,6.0,9.2,3.4,5.2,57.4,0.4,1.2,0.6,3.0,3.0,1.5,1.5,2.95,2.83,2.59
roPbHXwr,2020,2021-04-27 16:30:00,,FC Hermannstadt,Gaz Metan Medias,1,2,42.0,58.0,6.0,2.0,2.0,2.0,4.0,0.0,3.0,2.0,4,2,0,0,14.0,9.0,2.0,2.0,11.0,16.0,33.0,36.0,0.0,1.0,1122.7904570073288,1165.3522627708126,-14.597932033037978,27.9638737304459,3.0,7.6,3.0,6.0,48.5,1.2,1.4,1.2,3.2,2.2,3.0,7.6,3.0,4.2,44.0,1.4,0.6,1.6,3.6,2.8,1.0,1.0,2.58,2.69,3.13
Q5xXLDVQ,2020,2021-04-27 19:00:00,,FC Arges,UTA Arad,4,1,52.0,48.0,8.0,6.0,6.0,4.0,2.0,2.0,3.0,5.0,2,0,0,0,19.0,16.0,1.0,0.0,16.0,20.0,28.0,24.0,3.0,2.0,1195.8264480004987,1185.287914115257,37.78390125469218,27.24536736945066,3.0,8.6,3.0,4.6,52.0,1.0,1.2,1.4,1.6,1.0,4.0,8.8,3.6,4.0,47.2,0.8,0.2,2.0,1.6,3.6,2.0,0.5,2.2,2.96,3.48
vDI7FB8f,2020,2021-04-28 14:00:00,,Chindia Targoviste,Astra Giurgiu,0,0,49.0,51.0,5.0,5.0,2.0,2.0,3.0,3.0,6.0,6.0,2,2,0,0,11.0,16.0,2.0,0.0,16.0,13.0,19.0,20.0,2.0,2.0,1219.811787251784,1206.3991565474646,41.81631903830612,28.403688333986704,2.0,5.4,2.2,2.4,46.6,1.4,0.6,2.4,1.2,2.4,3.0,5.8,2.8,6.6,51.6,0.6,0.4,1.2,3.0,1.0,0.5,2.0,2.52,2.59,3.38
